,year,sex,profession,income,avg_income_per_profession
13713,27,M,homemaker,-101.3,-41.45116666666667
13714,27,M,fisher,4165.58,3421.571052631579
13715,27,F,service provider,6138.57,6650.245897435897
13716,27,F,farmer,1593.07,2458.2015625
13717,27,M,homemaker,-69.25,-41.45116666666667
13718,27,X,civil servant,8881.31,6911.827435897437
13719,27,F,fisher,5501.87,3421.571052631579
13720,27,M,farmer,2749.11,2458.2015625
13721,27,M,farmer,1415.58,2458.2015625
13722,27,F,fisher,2655.3,3421.571052631579
13723,27,F,homemaker,-47.41,-41.45116666666667
13724,27,M,service provider,7480.14,6650.245897435897
13725,27,F,civil servant,6372.31,6911.827435897437
13726,27,X,farmer,1379.42,2458.2015625
13727,27,M,unemployed,30.73,-42.315909090909095
13728,27,F,civil servant,8593.06,6911.827435897437
13729,27,F,retired,2093.86,1522.1491891891892
13730,27,M,homemaker,-99.03,-41.45116666666667
13731,27,M,farmer,1683.94,2458.2015625
13732,27,F,farmer,1761.54,2458.2015625
13733,27,M,fisher,3509.19,3421.571052631579
13734,27,F,unemployed,-98.11,-42.315909090909095
13735,27,M,craftsman,6806.11,5435.9375
13736,27,F,fisher,4317.41,3421.571052631579
13737,27,F,fisher,4285.78,3421.571052631579
13738,27,F,farmer,2442.89,2458.2015625
13739,27,M,craftsman,5324.23,5435.9375
13740,27,F,craftsman,5195.44,5435.9375
13741,27,F,homemaker,13.54,-41.45116666666667
13742,27,F,civil servant,5714.35,6911.827435897437
13743,27,F,farmer,1690.84,2458.2015625
13744,27,M,farmer,3349.72,2458.2015625
13745,27,M,service provider,5786.9,6650.245897435897
13746,27,F,farmer,2033.67,2458.2015625
13747,27,F,farmer,3297.45,2458.2015625
13748,27,M,homemaker,-99.19,-41.45116666666667
13749,27,F,fisher,3337.63,3421.571052631579
13750,27,F,farmer,1611.91,2458.2015625
13751,27,M,craftsman,4063.22,5435.9375
13752,27,F,farmer,2172.58,2458.2015625
13753,27,M,homemaker,-26.6,-41.45116666666667
13754,27,F,homemaker,64.96,-41.45116666666667
13755,27,F,civil servant,9870.12,6911.827435897437
13756,27,M,craftsman,5335.36,5435.9375
13757,27,F,fisher,5077.67,3421.571052631579
13758,27,F,unemployed,3.68,-42.315909090909095
13759,27,M,service provider,9095.89,6650.245897435897
13760,27,F,unemployed,-93.15,-42.315909090909095
13761,27,M,fisher,4486.29,3421.571052631579
13762,27,M,civil servant,8708.21,6911.827435897437
13763,27,X,farmer,1918.15,2458.2015625
13764,27,F,fisher,2294.95,3421.571052631579
13765,27,F,civil servant,8611.88,6911.827435897437
13766,27,M,service provider,8387.74,6650.245897435897
13767,27,M,service provider,4250.3,6650.245897435897
13768,27,F,homemaker,-86.89,-41.45116666666667
13769,27,M,craftsman,3243.08,5435.9375
13770,27,M,fisher,2659.22,3421.571052631579
13771,27,M,fisher,5174.37,3421.571052631579
13772,27,F,fisher,3569.25,3421.571052631579
13773,27,F,fisher,2358.65,3421.571052631579
13774,27,M,civil servant,10391.37,6911.827435897437
13775,27,F,homemaker,-54.81,-41.45116666666667
13776,27,M,craftsman,7553.13,5435.9375
13777,27,M,civil servant,8204.96,6911.827435897437
13778,27,F,craftsman,6787.46,5435.9375
13779,27,F,unemployed,-93.45,-42.315909090909095
13780,27,F,craftsman,8167.0,5435.9375
13781,27,M,homemaker,-87.42,-41.45116666666667
13782,27,M,homemaker,-46.41,-41.45116666666667
13783,27,M,farmer,1990.51,2458.2015625
13784,27,F,retired,1267.7,1522.1491891891892
13785,27,F,fisher,2682.98,3421.571052631579
13786,27,X,homemaker,-24.36,-41.45116666666667
13787,27,M,homemaker,39.48,-41.45116666666667
13788,27,M,craftsman,2925.91,5435.9375
13789,27,M,fisher,4242.38,3421.571052631579
13790,27,F,craftsman,7813.39,5435.9375
13791,27,M,craftsman,5284.0,5435.9375
13792,27,M,craftsman,4824.03,5435.9375
13793,27,M,retired,985.51,1522.1491891891892
13794,27,M,farmer,3135.86,2458.2015625
13795,27,M,retired,-79.35,1522.1491891891892
13796,27,F,unemployed,-94.51,-42.315909090909095
13797,27,F,retired,1072.99,1522.1491891891892
13798,27,X,service provider,8058.16,6650.245897435897
13799,27,F,farmer,3503.26,2458.2015625
13800,27,M,farmer,1503.08,2458.2015625
13801,27,F,civil servant,5415.83,6911.827435897437
13802,27,M,fisher,3533.45,3421.571052631579
13803,27,M,retired,1208.58,1522.1491891891892
13804,27,M,farmer,3695.08,2458.2015625
13805,27,M,civil servant,6913.14,6911.827435897437
13806,27,X,craftsman,3970.5,5435.9375
13807,27,M,farmer,3415.34,2458.2015625
13808,27,F,service provider,8725.03,6650.245897435897
13809,27,X,civil servant,4568.17,6911.827435897437
13810,27,F,service provider,3822.1,6650.245897435897
13811,27,F,farmer,3119.47,2458.2015625
13812,27,M,fisher,3060.97,3421.571052631579
13813,27,M,homemaker,-79.76,-41.45116666666667
13814,27,X,farmer,1683.74,2458.2015625
13815,27,F,craftsman,7821.88,5435.9375
13816,27,F,retired,-82.91,1522.1491891891892
13817,27,F,farmer,2218.71,2458.2015625
13818,27,M,civil servant,4188.85,6911.827435897437
13819,27,M,unemployed,-97.91,-42.315909090909095
13820,27,F,homemaker,-26.82,-41.45116666666667
13821,27,M,fisher,5035.43,3421.571052631579
13822,27,M,retired,2189.5,1522.1491891891892
13823,27,F,homemaker,-98.38,-41.45116666666667
13824,27,M,service provider,4636.32,6650.245897435897
13825,27,F,civil servant,7269.36,6911.827435897437
13826,27,F,craftsman,5515.6,5435.9375
13827,27,M,retired,2795.4,1522.1491891891892
13828,27,F,craftsman,5804.52,5435.9375
13829,27,M,homemaker,-96.06,-41.45116666666667
13830,27,M,craftsman,7557.42,5435.9375
13831,27,F,service provider,8467.42,6650.245897435897
13832,27,M,farmer,2559.15,2458.2015625
13833,27,M,service provider,7464.08,6650.245897435897
13834,27,M,service provider,7861.42,6650.245897435897
13835,27,M,homemaker,-97.35,-41.45116666666667
13836,27,M,civil servant,9758.92,6911.827435897437
13837,27,M,farmer,3004.76,2458.2015625
13838,27,M,civil servant,5483.19,6911.827435897437
13839,27,F,unemployed,-96.15,-42.315909090909095
13840,27,F,homemaker,-93.6,-41.45116666666667
13841,27,M,craftsman,4597.16,5435.9375
13842,27,F,unemployed,-93.84,-42.315909090909095
13843,27,F,farmer,3019.78,2458.2015625
13844,27,F,service provider,4852.37,6650.245897435897
13845,27,F,fisher,5342.39,3421.571052631579
13846,27,M,homemaker,-66.35,-41.45116666666667
13847,27,F,service provider,5415.28,6650.245897435897
13848,27,F,farmer,3405.36,2458.2015625
13849,27,M,farmer,3311.42,2458.2015625
13850,27,M,homemaker,22.67,-41.45116666666667
13851,27,M,civil servant,8497.16,6911.827435897437
13852,27,F,craftsman,3730.64,5435.9375
13853,27,M,farmer,3317.55,2458.2015625
13854,27,F,retired,2527.36,1522.1491891891892
13855,27,M,fisher,4729.61,3421.571052631579
13856,27,F,homemaker,-100.49,-41.45116666666667
13857,27,M,craftsman,5054.31,5435.9375
13858,27,M,fisher,5014.81,3421.571052631579
13859,27,M,farmer,2729.63,2458.2015625
13860,27,F,service provider,9308.75,6650.245897435897
13861,27,F,farmer,2399.52,2458.2015625
13862,27,M,craftsman,6144.68,5435.9375
13863,27,M,unemployed,-99.85,-42.315909090909095
13864,27,F,homemaker,-97.65,-41.45116666666667
13865,27,F,homemaker,-100.62,-41.45116666666667
13866,27,F,civil servant,10724.01,6911.827435897437
13867,27,M,craftsman,7210.78,5435.9375
13868,27,M,farmer,1892.47,2458.2015625
13869,27,M,unemployed,-92.43,-42.315909090909095
13870,27,F,homemaker,-95.59,-41.45116666666667
13871,27,F,homemaker,-96.1,-41.45116666666667
13872,27,F,service provider,10143.13,6650.245897435897
13873,27,F,homemaker,-95.59,-41.45116666666667
13874,27,M,service provider,6980.09,6650.245897435897
13875,27,M,craftsman,4547.86,5435.9375
13876,27,F,civil servant,10122.99,6911.827435897437
13877,27,F,farmer,2228.97,2458.2015625
13878,27,F,craftsman,3266.53,5435.9375
13879,27,F,retired,1003.46,1522.1491891891892
13880,27,X,fisher,4104.89,3421.571052631579
13881,27,F,retired,-84.61,1522.1491891891892
13882,27,F,farmer,3381.76,2458.2015625
13883,27,M,fisher,2189.95,3421.571052631579
13884,27,F,fisher,4487.09,3421.571052631579
13885,27,F,civil servant,10485.58,6911.827435897437
13886,27,M,fisher,3850.07,3421.571052631579
13887,27,F,homemaker,-92.32,-41.45116666666667
13888,27,M,civil servant,6803.19,6911.827435897437
13889,27,F,fisher,4154.52,3421.571052631579
13890,27,M,retired,1016.53,1522.1491891891892
13891,27,F,civil servant,4945.56,6911.827435897437
13892,27,M,farmer,3152.26,2458.2015625
13893,27,F,service provider,7450.44,6650.245897435897
13894,27,M,retired,1078.5,1522.1491891891892
13895,27,X,homemaker,-104.47,-41.45116666666667
13896,27,M,homemaker,-97.33,-41.45116666666667
13897,27,F,farmer,1501.07,2458.2015625
13898,27,F,craftsman,3424.15,5435.9375
13899,27,M,retired,1042.42,1522.1491891891892
13900,27,M,fisher,3848.38,3421.571052631579
13901,27,M,craftsman,3797.26,5435.9375
13902,27,M,retired,1077.07,1522.1491891891892
13903,27,M,craftsman,6596.99,5435.9375
13904,27,M,fisher,2009.09,3421.571052631579
13905,27,M,craftsman,5019.03,5435.9375
13906,27,F,fisher,3083.98,3421.571052631579
13907,27,M,craftsman,3826.17,5435.9375
13908,27,F,craftsman,7381.83,5435.9375
13909,27,F,fisher,5068.53,3421.571052631579
13910,27,F,fisher,2735.94,3421.571052631579
13911,27,F,craftsman,3453.54,5435.9375
13912,27,M,fisher,4840.79,3421.571052631579
13913,27,F,fisher,3167.22,3421.571052631579
13914,27,M,craftsman,3867.73,5435.9375
13915,27,F,fisher,3892.93,3421.571052631579
13916,27,F,unemployed,-86.24,-42.315909090909095
13917,27,M,service provider,6125.67,6650.245897435897
13918,27,M,civil servant,3808.63,6911.827435897437
13919,27,M,retired,1187.3,1522.1491891891892
13920,27,M,homemaker,-15.35,-41.45116666666667
13921,27,M,homemaker,-100.29,-41.45116666666667
13922,27,F,farmer,2722.28,2458.2015625
13923,27,F,craftsman,7879.18,5435.9375
13924,27,F,retired,1038.92,1522.1491891891892
13925,27,F,craftsman,6475.97,5435.9375
13926,27,M,homemaker,-81.66,-41.45116666666667
13927,27,M,civil servant,5588.14,6911.827435897437
13928,27,M,service provider,7454.84,6650.245897435897
13929,27,M,service provider,8131.38,6650.245897435897
13930,27,F,farmer,1866.83,2458.2015625
13931,27,F,civil servant,9862.28,6911.827435897437
13932,27,M,fisher,5061.63,3421.571052631579
13933,27,M,service provider,6838.66,6650.245897435897
13934,27,F,retired,2728.32,1522.1491891891892
13935,27,F,fisher,3135.77,3421.571052631579
13936,27,M,service provider,9558.52,6650.245897435897
13937,27,M,retired,2523.92,1522.1491891891892
13938,27,F,retired,1092.88,1522.1491891891892
13939,27,F,craftsman,3376.37,5435.9375
13940,27,M,craftsman,8532.82,5435.9375
13941,27,F,civil servant,7399.48,6911.827435897437
13942,27,F,homemaker,-101.73,-41.45116666666667
13943,27,M,service provider,10709.43,6650.245897435897
13944,27,M,unemployed,-98.39,-42.315909090909095
13945,27,M,retired,2078.67,1522.1491891891892
13946,27,M,unemployed,-86.98,-42.315909090909095
13947,27,M,retired,2017.26,1522.1491891891892
13948,27,M,retired,1078.6,1522.1491891891892
13949,27,M,craftsman,8512.66,5435.9375
13950,27,F,retired,-87.0,1522.1491891891892
13951,27,M,fisher,3650.44,3421.571052631579
13952,27,F,service provider,8727.78,6650.245897435897
13953,27,M,service provider,10311.7,6650.245897435897
13954,27,F,civil servant,4418.7,6911.827435897437
13955,27,M,farmer,2174.62,2458.2015625
13956,27,M,homemaker,-24.91,-41.45116666666667
13957,27,F,service provider,5089.12,6650.245897435897
13958,27,F,farmer,3443.58,2458.2015625
13959,27,M,fisher,4767.99,3421.571052631579
13960,27,F,craftsman,4850.98,5435.9375
13961,27,X,craftsman,7322.6,5435.9375
13962,27,F,unemployed,-100.24,-42.315909090909095
13963,27,F,service provider,4198.63,6650.245897435897
13964,27,F,homemaker,-5.45,-41.45116666666667
13965,27,F,retired,1207.79,1522.1491891891892
13966,27,M,service provider,7804.14,6650.245897435897
13967,27,F,fisher,1893.31,3421.571052631579
13968,27,F,craftsman,6834.72,5435.9375
13969,27,F,homemaker,-104.3,-41.45116666666667
13970,27,M,retired,2136.23,1522.1491891891892
13971,27,M,retired,1003.86,1522.1491891891892
13972,27,M,farmer,3660.4,2458.2015625
13973,27,F,civil servant,4851.17,6911.827435897437
13974,27,M,homemaker,-69.54,-41.45116666666667
13975,27,M,fisher,2091.03,3421.571052631579
13976,27,F,farmer,3427.2,2458.2015625
13977,27,M,farmer,2182.89,2458.2015625
13978,27,F,fisher,2216.12,3421.571052631579
13979,27,M,homemaker,-97.88,-41.45116666666667
13980,27,F,farmer,2861.88,2458.2015625
13981,27,F,service provider,5196.85,6650.245897435897
13982,27,F,homemaker,-100.39,-41.45116666666667
13983,27,F,homemaker,-97.38,-41.45116666666667
13984,27,M,civil servant,4680.17,6911.827435897437
13985,27,M,civil servant,4652.8,6911.827435897437
13986,27,F,fisher,4395.56,3421.571052631579
13987,27,F,retired,2775.9,1522.1491891891892
13988,27,F,farmer,2893.12,2458.2015625
13989,27,F,unemployed,-16.15,-42.315909090909095
13990,27,M,craftsman,6639.03,5435.9375
13991,27,M,farmer,1696.61,2458.2015625
13992,27,M,craftsman,7379.44,5435.9375
13993,27,M,homemaker,-102.0,-41.45116666666667
13994,27,F,homemaker,53.25,-41.45116666666667
13995,27,M,farmer,2796.18,2458.2015625
13996,27,M,homemaker,-97.3,-41.45116666666667
13997,27,M,fisher,1903.06,3421.571052631579
13998,27,F,service provider,3438.87,6650.245897435897
13999,27,M,fisher,1945.53,3421.571052631579
14000,27,F,service provider,3484.28,6650.245897435897
14001,27,F,service provider,3751.77,6650.245897435897
14002,27,M,farmer,1286.37,2458.2015625
14003,27,M,farmer,1314.31,2458.2015625
14004,27,F,craftsman,2898.43,5435.9375
14005,27,X,unemployed,75.53,-42.315909090909095
14006,27,F,farmer,1243.54,2458.2015625
14007,27,M,farmer,1240.89,2458.2015625
14008,27,M,fisher,1774.48,3421.571052631579
14009,27,F,homemaker,81.14,-41.45116666666667
14010,27,M,homemaker,83.21,-41.45116666666667
14011,27,F,service provider,3327.43,6650.245897435897
14012,27,F,civil servant,3254.83,6911.827435897437
14013,27,F,homemaker,87.37,-41.45116666666667
14014,27,M,fisher,1610.74,3421.571052631579
14015,27,M,civil servant,3229.98,6911.827435897437
14016,27,M,civil servant,3019.44,6911.827435897437
14017,27,F,homemaker,95.41,-41.45116666666667
14018,27,M,craftsman,2477.46,5435.9375
14019,27,F,unemployed,98.71,-42.315909090909095
14020,27,F,craftsman,2370.54,5435.9375
14021,27,F,fisher,1481.69,3421.571052631579
14022,27,M,homemaker,100.16,-41.45116666666667
14023,27,F,homemaker,98.61,-41.45116666666667
14024,27,F,homemaker,102.06,-41.45116666666667
14025,27,F,craftsman,2212.35,5435.9375
14026,27,F,fisher,1386.69,3421.571052631579
14027,27,M,farmer,992.99,2458.2015625
14028,27,F,unemployed,96.87,-42.315909090909095
14029,27,M,homemaker,102.22,-41.45116666666667
14030,27,F,unemployed,96.78,-42.315909090909095
14031,27,F,child,0.0,0.0
14032,27,F,child,0.0,0.0
14033,27,M,child,0.0,0.0
14034,27,M,child,0.0,0.0
14035,27,F,child,0.0,0.0
14036,27,F,child,0.0,0.0
14037,27,F,child,0.0,0.0
14038,27,M,child,0.0,0.0
14039,27,M,child,0.0,0.0
14040,27,M,child,0.0,0.0
14041,27,M,child,0.0,0.0
14042,27,F,child,0.0,0.0
14043,27,F,child,0.0,0.0
14044,27,F,child,0.0,0.0
14045,27,M,child,0.0,0.0
14046,27,M,child,0.0,0.0
14047,27,F,child,0.0,0.0
14048,27,X,child,0.0,0.0
14049,27,F,child,0.0,0.0
14050,27,M,child,0.0,0.0
14051,27,F,child,0.0,0.0
14052,27,F,child,0.0,0.0
14053,27,F,child,0.0,0.0
14054,27,F,child,0.0,0.0
14055,27,F,child,0.0,0.0
14056,27,M,child,0.0,0.0
14057,27,M,child,0.0,0.0
14058,27,X,child,0.0,0.0
14059,27,F,child,0.0,0.0
14060,27,X,child,0.0,0.0
14061,27,M,child,0.0,0.0
14062,27,F,child,0.0,0.0
14063,27,F,child,0.0,0.0
14064,27,M,child,0.0,0.0
14065,27,F,child,0.0,0.0
14066,27,M,child,0.0,0.0
14067,27,F,child,0.0,0.0
14068,27,F,child,0.0,0.0
14069,27,F,child,0.0,0.0
14070,27,F,child,0.0,0.0
14071,27,F,child,0.0,0.0
14072,27,F,child,0.0,0.0
14073,27,F,child,0.0,0.0
14074,27,M,child,0.0,0.0
14075,27,M,child,0.0,0.0
14076,27,F,child,0.0,0.0
14077,27,M,child,0.0,0.0
14078,27,M,child,0.0,0.0
14079,27,F,child,0.0,0.0
14080,27,F,child,0.0,0.0
14081,27,F,child,0.0,0.0
14082,27,F,child,0.0,0.0
14083,27,F,child,0.0,0.0
14084,27,F,child,0.0,0.0
14085,27,F,child,0.0,0.0
14086,27,F,child,0.0,0.0
14087,27,M,child,0.0,0.0
14088,27,F,child,0.0,0.0
14089,27,F,child,0.0,0.0
14090,27,M,child,0.0,0.0
14091,27,M,child,0.0,0.0
14092,27,M,child,0.0,0.0
14093,27,M,child,0.0,0.0
14094,27,F,child,0.0,0.0
14095,27,M,child,0.0,0.0
14096,27,F,child,0.0,0.0
14097,27,F,child,0.0,0.0
14098,27,M,child,0.0,0.0
14099,27,F,child,0.0,0.0
14100,27,F,child,0.0,0.0
14101,27,F,child,0.0,0.0
14102,27,M,child,0.0,0.0
14103,27,F,child,0.0,0.0
14104,27,F,child,0.0,0.0
14105,27,F,child,0.0,0.0
14106,27,F,child,0.0,0.0
14107,27,F,child,0.0,0.0
14108,27,F,child,0.0,0.0
14109,27,F,child,0.0,0.0
14110,27,M,child,0.0,0.0
14111,27,F,child,0.0,0.0
14112,27,M,child,0.0,0.0
14113,27,M,child,0.0,0.0
14114,27,M,child,0.0,0.0
14115,27,M,child,0.0,0.0
14116,27,M,child,0.0,0.0
14117,27,M,child,0.0,0.0
14118,27,M,child,0.0,0.0
14119,27,M,child,0.0,0.0
14120,27,M,child,0.0,0.0
14121,27,M,child,0.0,0.0
14122,27,M,child,0.0,0.0
14123,27,M,child,0.0,0.0
14124,27,M,child,0.0,0.0
14125,27,M,child,0.0,0.0
14126,27,F,child,0.0,0.0
14127,27,F,child,0.0,0.0
14128,27,M,child,0.0,0.0
14129,27,F,child,0.0,0.0
14130,27,F,child,0.0,0.0
14131,27,M,child,0.0,0.0
14132,27,X,child,0.0,0.0
14133,27,M,child,0.0,0.0
14134,27,F,child,0.0,0.0
14135,27,M,child,0.0,0.0
14136,27,F,child,0.0,0.0
14137,27,F,child,0.0,0.0
14138,27,F,child,0.0,0.0
14139,27,F,child,0.0,0.0
14140,27,F,child,0.0,0.0
14141,27,X,child,0.0,0.0
14142,27,F,child,0.0,0.0
14143,27,F,child,0.0,0.0
14144,27,M,child,0.0,0.0
14145,27,F,child,0.0,0.0
14146,27,M,child,0.0,0.0
14147,27,F,child,0.0,0.0
14148,27,F,child,0.0,0.0
14149,27,M,child,0.0,0.0
14150,27,M,child,0.0,0.0
14151,27,M,child,0.0,0.0
14152,27,F,child,0.0,0.0
14153,27,M,child,0.0,0.0
14154,27,F,child,0.0,0.0
14155,27,F,child,0.0,0.0
14156,27,F,child,0.0,0.0
14157,27,M,child,0.0,0.0
14158,27,X,child,0.0,0.0
14159,27,M,child,0.0,0.0
14160,27,F,child,0.0,0.0
14161,27,M,child,0.0,0.0
14162,27,F,child,0.0,0.0
14163,27,M,child,0.0,0.0
14164,28,M,farmer,1474.86,2472.237727272727
14165,28,M,unemployed,-126.95,-57.744285714285716
14166,28,M,farmer,3801.69,2472.237727272727
14167,28,F,farmer,1480.8,2472.237727272727
14168,28,F,service provider,5055.59,6754.92358974359
14169,28,M,homemaker,-125.34,-58.51083333333334
14170,28,M,civil servant,4441.49,6920.8651351351355
14171,28,M,fisher,3169.51,2803.266206896552
14172,28,M,civil servant,5702.76,6920.8651351351355
14173,28,F,fisher,3071.64,2803.266206896552
14174,28,M,farmer,2704.94,2472.237727272727
14175,28,M,civil servant,6550.83,6920.8651351351355
14176,28,F,farmer,1672.67,2472.237727272727
14177,28,F,fisher,1688.99,2803.266206896552
14178,28,M,civil servant,10432.15,6920.8651351351355
14179,28,F,craftsman,5321.51,5464.667777777778
14180,28,M,retired,2236.72,1529.3083870967741
14181,28,M,service provider,5835.73,6754.92358974359
14182,28,F,fisher,1692.35,2803.266206896552
14183,28,F,homemaker,-18.43,-58.51083333333334
14184,28,F,fisher,2004.42,2803.266206896552
14185,28,F,retired,2680.51,1529.3083870967741
14186,28,F,farmer,3570.54,2472.237727272727
14187,28,X,service provider,5962.27,6754.92358974359
14188,28,F,craftsman,4311.66,5464.667777777778
14189,28,F,craftsman,8498.97,5464.667777777778
14190,28,F,unemployed,1.56,-57.744285714285716
14191,28,M,homemaker,1.33,-58.51083333333334
14192,28,M,fisher,1654.52,2803.266206896552
14193,28,M,craftsman,5961.59,5464.667777777778
14194,28,M,retired,2161.58,1529.3083870967741
14195,28,M,farmer,2969.8,2472.237727272727
14196,28,F,retired,877.97,1529.3083870967741
14197,28,M,service provider,4413.58,6754.92358974359
14198,28,M,farmer,3763.9,2472.237727272727
14199,28,M,farmer,1803.02,2472.237727272727
14200,28,F,homemaker,-122.37,-58.51083333333334
14201,28,M,homemaker,1.29,-58.51083333333334
14202,28,M,civil servant,7605.42,6920.8651351351355
14203,28,X,craftsman,5266.98,5464.667777777778
14204,28,F,farmer,2939.37,2472.237727272727
14205,28,F,farmer,3450.82,2472.237727272727
14206,28,F,fisher,2960.56,2803.266206896552
14207,28,M,homemaker,10.69,-58.51083333333334
14208,28,M,retired,354.19,1529.3083870967741
14209,28,M,retired,2564.57,1529.3083870967741
14210,28,F,homemaker,-122.71,-58.51083333333334
14211,28,F,fisher,2731.81,2803.266206896552
14212,28,F,farmer,3347.12,2472.237727272727
14213,28,M,homemaker,-125.26,-58.51083333333334
14214,28,M,fisher,3455.36,2803.266206896552
14215,28,F,service provider,6633.61,6754.92358974359
14216,28,F,farmer,1630.37,2472.237727272727
14217,28,M,homemaker,-84.53,-58.51083333333334
14218,28,X,civil servant,9298.2,6920.8651351351355
14219,28,F,fisher,4672.04,2803.266206896552
14220,28,M,farmer,2761.57,2472.237727272727
14221,28,M,farmer,1422.91,2472.237727272727
14222,28,F,fisher,2216.96,2803.266206896552
14223,28,F,homemaker,-61.27,-58.51083333333334
14224,28,M,service provider,7718.15,6754.92358974359
14225,28,F,civil servant,6828.17,6920.8651351351355
14226,28,X,farmer,1380.09,2472.237727272727
14227,28,M,unemployed,19.14,-57.744285714285716
14228,28,F,civil servant,8995.37,6920.8651351351355
14229,28,F,retired,2235.4,1529.3083870967741
14230,28,M,homemaker,-126.31,-58.51083333333334
14231,28,M,farmer,1714.57,2472.237727272727
14232,28,F,farmer,1827.65,2472.237727272727
14233,28,M,fisher,2833.94,2803.266206896552
14234,28,F,unemployed,-116.2,-57.744285714285716
14235,28,M,craftsman,7193.58,5464.667777777778
14236,28,F,fisher,3487.82,2803.266206896552
14237,28,F,fisher,3443.82,2803.266206896552
14238,28,F,farmer,2675.54,2472.237727272727
14239,28,M,craftsman,5397.23,5464.667777777778
14240,28,F,craftsman,5175.71,5464.667777777778
14241,28,F,homemaker,1.23,-58.51083333333334
14242,28,F,civil servant,5767.39,6920.8651351351355
14243,28,F,farmer,1857.32,2472.237727272727
14244,28,M,farmer,3597.8,2472.237727272727
14245,28,M,service provider,5620.78,6754.92358974359
14246,28,F,farmer,2218.85,2472.237727272727
14247,28,F,farmer,3310.71,2472.237727272727
14248,28,M,homemaker,-117.74,-58.51083333333334
14249,28,F,fisher,2705.46,2803.266206896552
14250,28,F,farmer,1800.23,2472.237727272727
14251,28,M,craftsman,4321.14,5464.667777777778
14252,28,F,farmer,2276.62,2472.237727272727
14253,28,M,homemaker,-41.8,-58.51083333333334
14254,28,F,homemaker,58.68,-58.51083333333334
14255,28,F,civil servant,9601.7,6920.8651351351355
14256,28,M,craftsman,5113.17,5464.667777777778
14257,28,F,fisher,4322.61,2803.266206896552
14258,28,F,unemployed,-9.12,-57.744285714285716
14259,28,M,service provider,8780.97,6754.92358974359
14260,28,F,unemployed,-122.52,-57.744285714285716
14261,28,M,fisher,3705.09,2803.266206896552
14262,28,M,civil servant,8377.29,6920.8651351351355
14263,28,X,farmer,2024.9,2472.237727272727
14264,28,F,fisher,1745.74,2803.266206896552
14265,28,F,civil servant,9626.28,6920.8651351351355
14266,28,M,service provider,7933.79,6754.92358974359
14267,28,M,service provider,4612.42,6754.92358974359
14268,28,F,homemaker,-121.19,-58.51083333333334
14269,28,M,craftsman,3563.02,5464.667777777778
14270,28,M,fisher,2247.99,2803.266206896552
14271,28,M,fisher,4080.24,2803.266206896552
14272,28,F,fisher,2743.45,2803.266206896552
14273,28,F,fisher,2003.3,2803.266206896552
14274,28,F,homemaker,-75.35,-58.51083333333334
14275,28,M,craftsman,7695.5,5464.667777777778
14276,28,M,civil servant,8523.49,6920.8651351351355
14277,28,F,craftsman,6615.15,5464.667777777778
14278,28,F,unemployed,-115.49,-57.744285714285716
14279,28,F,craftsman,8804.0,5464.667777777778
14280,28,M,homemaker,-117.7,-58.51083333333334
14281,28,M,homemaker,-65.18,-58.51083333333334
14282,28,M,farmer,2108.59,2472.237727272727
14283,28,F,retired,1346.32,1529.3083870967741
14284,28,F,fisher,2343.08,2803.266206896552
14285,28,X,homemaker,-38.93,-58.51083333333334
14286,28,M,homemaker,28.55,-58.51083333333334
14287,28,M,craftsman,3161.16,5464.667777777778
14288,28,M,fisher,3635.77,2803.266206896552
14289,28,F,craftsman,8555.09,5464.667777777778
14290,28,M,craftsman,5250.53,5464.667777777778
14291,28,M,craftsman,4749.63,5464.667777777778
14292,28,M,retired,1039.04,1529.3083870967741
14293,28,M,farmer,3227.28,2472.237727272727
14294,28,F,unemployed,-123.53,-57.744285714285716
14295,28,F,retired,1115.66,1529.3083870967741
14296,28,X,service provider,8142.01,6754.92358974359
14297,28,F,farmer,3591.54,2472.237727272727
14298,28,M,farmer,1667.27,2472.237727272727
14299,28,F,civil servant,5515.34,6920.8651351351355
14300,28,M,fisher,2794.68,2803.266206896552
14301,28,M,farmer,3510.86,2472.237727272727
14302,28,M,civil servant,7025.43,6920.8651351351355
14303,28,X,craftsman,3870.09,5464.667777777778
14304,28,M,farmer,3296.39,2472.237727272727
14305,28,F,service provider,8991.14,6754.92358974359
14306,28,X,civil servant,4538.28,6920.8651351351355
14307,28,F,service provider,3949.09,6754.92358974359
14308,28,F,farmer,2943.8,2472.237727272727
14309,28,M,fisher,2347.84,2803.266206896552
14310,28,M,homemaker,-97.97,-58.51083333333334
14311,28,X,farmer,1602.46,2472.237727272727
14312,28,F,craftsman,8467.87,5464.667777777778
14313,28,F,retired,-108.51,1529.3083870967741
14314,28,F,farmer,2286.64,2472.237727272727
14315,28,M,civil servant,4146.39,6920.8651351351355
14316,28,M,unemployed,-123.4,-57.744285714285716
14317,28,F,homemaker,-38.88,-58.51083333333334
14318,28,M,fisher,4542.88,2803.266206896552
14319,28,M,retired,2260.1,1529.3083870967741
14320,28,F,homemaker,-120.67,-58.51083333333334
14321,28,M,service provider,4710.46,6754.92358974359
14322,28,F,civil servant,7403.87,6920.8651351351355
14323,28,F,craftsman,5919.74,5464.667777777778
14324,28,M,retired,2721.81,1529.3083870967741
14325,28,F,craftsman,6081.35,5464.667777777778
